Category,Year,Avg Price USD,Units Sold,Dollar Sales UD,YOY % Change
Face Masks,2012,85.36,1011683,"$86,361,847.00",15.12
Face Masks,2015,52.24,986221,"$51,516,970.00",18.86
Face Masks,2005,74.36,7325916,"$545,000,000.00",6.25
Face Masks,2004,96.38,4969097,"$479,000,000.00",17.24
Face Masks,2000,14.29,6546414,"$93,572,569.00",12.9
Face Masks,2000,53.88,392844,"$21,166,150.00",-4.39
Face Masks,2002,60.76,9672064,"$588,000,000.00",10.08
Face Masks,2009,69.84,6261672,"$437,000,000.00",9.95
Face Masks,2017,75.28,3465560,"$261,000,000.00",18.48
Face Masks,2012,69.75,3446505,"$240,000,000.00",-0.35
Face Masks,2011,19.01,4846643,"$92,141,947.00",7.02
Face Masks,2018,84.35,7878301,"$665,000,000.00",13.7
Face Masks,2023,39.71,1919358,"$76,210,187.00",14.65
Face Masks,2001,88.97,8892640,"$791,000,000.00",10.37
Face Masks,2006,24.22,2919742,"$70,707,414.00",11.55
Face Masks,2022,68.9,2269049,"$156,000,000.00",6.76
Face Masks,2003,75.58,543591,"$41,082,346.00",0.16
Face Masks,2004,24.65,6369482,"$157,000,000.00",6.99
Face Masks,2009,71.98,548524,"$39,485,313.00",10.9
Face Masks,2021,66.63,4143511,"$276,000,000.00",10.45
Face Masks,2000,72.71,7730941,"$562,000,000.00",-0.57
Face Masks,2000,75.6,260405,"$19,686,135.00",-0.54
Face Masks,2009,71.29,5931763,"$423,000,000.00",-1.48
Face Masks,2008,18.85,4086675,"$77,035,808.00",17
Face Masks,2009,10.8,9866073,"$107,000,000.00",-8
Face Masks,2000,116.91,5577868,"$652,000,000.00",17.17
Face Masks,2007,26.68,9992425,"$267,000,000.00",7.82
Face Masks,2016,112.07,2742229,"$307,000,000.00",9.97
Face Masks,2002,38.7,9839727,"$381,000,000.00",8.58
Face Masks,2023,75.91,5462834,"$415,000,000.00",13.32
Face Masks,2010,105.43,7832924,"$826,000,000.00",-1.93
Face Masks,2019,95.24,6715742,"$640,000,000.00",-7.52
Face Masks,2015,52.38,6668220,"$349,000,000.00",13.59
Face Masks,2017,80.81,8391533,"$678,000,000.00",10.32
Face Masks,2020,12.43,9207517,"$114,000,000.00",19.31
Face Masks,2013,106.84,2041422,"$218,000,000.00",10.29
Face Masks,2004,83.83,772041,"$64,720,640.00",19.46
Face Masks,2021,46.35,1201940,"$55,704,156.00",5.4
Face Masks,2001,54.63,804828,"$43,966,117.00",-4.19
Face Masks,2002,84.87,2185071,"$185,000,000.00",1.59
Face Masks,2002,30.28,1254733,"$37,996,594.00",11.56
Face Masks,2019,61.89,1743907,"$108,000,000.00",11.71
Face Masks,2006,39.94,9778698,"$391,000,000.00",-2.57
Face Masks,2004,99.16,3328645,"$330,000,000.00",-7.63
Face Masks,2011,22.52,385662,"$8,683,637.00",7.77
Face Masks,2000,103.59,1758103,"$182,000,000.00",18.04
Face Masks,2020,60.35,8403296,"$507,000,000.00",8.93
Face Masks,2004,38.92,7436657,"$289,000,000.00",13.03
Face Masks,2001,36.77,9105813,"$335,000,000.00",-4.1
Face Masks,2017,38.09,9955569,"$379,000,000.00",18.15
Face Masks,2004,30.56,2548509,"$77,887,319.00",3.22
Face Masks,2005,26.94,2320849,"$62,516,889.00",-1.75
Face Masks,2007,18.78,1970622,"$37,017,172.00",15.89
Face Masks,2012,18.9,9484777,"$179,000,000.00",15.07
Face Masks,2013,79.32,5331510,"$423,000,000.00",7.47
Face Masks,2005,118.41,2592885,"$307,000,000.00",3.48
Face Masks,2023,53.08,5774630,"$306,000,000.00",5.77
Face Masks,2017,91.02,8745065,"$796,000,000.00",18.3
Face Masks,2021,43.69,2319556,"$101,000,000.00",19.15
Face Masks,2015,44.7,7555032,"$338,000,000.00",3.41
Face Masks,2019,111.72,7396211,"$826,000,000.00",1.53
Face Masks,2021,47.08,3457145,"$163,000,000.00",8.52
Face Masks,2016,84.68,7374733,"$625,000,000.00",16.81
Face Masks,2020,64.59,9108502,"$588,000,000.00",-1.63
Face Masks,2019,107.29,1504579,"$161,000,000.00",1.73
Face Masks,2010,17.32,4034876,"$69,882,125.00",16.4
Face Masks,2001,88.24,5492898,"$485,000,000.00",2.28
Face Masks,2021,95.65,2550976,"$244,000,000.00",11.01
Face Masks,2021,76.92,3535519,"$272,000,000.00",8.62
Face Masks,2015,49.2,414090,"$20,373,363.00",-2.61
Face Masks,2020,66.55,3040896,"$202,000,000.00",2.87
Face Masks,2024,97.93,3605904,"$353,000,000.00",0.69
Face Masks,2022,63.22,6229344,"$394,000,000.00",13.67
Face Masks,2017,90.6,6700728,"$607,000,000.00",0.29
Face Masks,2023,53.99,1342235,"$72,466,872.00",13.38
Face Masks,2014,97.98,2376953,"$233,000,000.00",14.31
Face Masks,2004,106.61,7385756,"$787,000,000.00",12.43
Face Masks,2020,33.41,9617045,"$321,000,000.00",-3.96
Face Masks,2021,108.68,7676791,"$834,000,000.00",14.54
Face Masks,2005,95.49,2354931,"$225,000,000.00",-6.63
Face Masks,2019,15.18,5689003,"$86,357,084.00",0.23
Face Masks,2009,59.55,3921521,"$234,000,000.00",0.4
Face Masks,2023,15.81,9272266,"$147,000,000.00",-4.78
Face Masks,2015,52.6,5159753,"$271,000,000.00",-1.75
Face Masks,2012,93.77,2295284,"$215,000,000.00",-7.1
Face Masks,2018,100.31,1154230,"$116,000,000.00",17.07
Face Masks,2014,85.18,8153421,"$695,000,000.00",-5.41
Face Masks,2022,44.57,7344991,"$327,000,000.00",0.47
Face Masks,2004,102.45,3616859,"$371,000,000.00",13.08
Face Masks,2005,13.01,1608033,"$20,914,379.00",5.76
Face Masks,2024,36.72,2412107,"$88,575,242.00",-7.15
Face Masks,2016,115.55,4432417,"$512,000,000.00",5.16
Face Masks,2014,28.47,1706778,"$48,597,463.00",11.09
Face Masks,2022,34.04,4530805,"$154,000,000.00",12.4
Face Masks,2006,50.5,2894081,"$146,000,000.00",-5.12
Face Masks,2011,63.85,4939645,"$315,000,000.00",6.18
Face Masks,2023,24.44,7539563,"$184,000,000.00",5.74
Face Masks,2014,27.63,773754,"$21,377,167.00",7.37
Face Masks,2021,103.04,8213056,"$846,000,000.00",3.09
Face Masks,2007,111.36,5032322,"$560,000,000.00",-6.96
Face Masks,2019,70.91,4945912,"$351,000,000.00",4.3
Face Masks,2013,63.27,1711024,"$108,000,000.00",0.09
Face Masks,2000,104.75,1141230,"$120,000,000.00",-0.64
Face Masks,2021,114.37,7713567,"$882,000,000.00",1.49
Face Masks,2024,69.69,8237955,"$574,000,000.00",0.26
Face Masks,2006,34.17,3471378,"$119,000,000.00",18.39
Face Masks,2000,51.98,3923248,"$204,000,000.00",7.77
Face Masks,2007,24.17,2550387,"$61,652,731.00",16.78
Face Masks,2005,97.09,9637208,"$936,000,000.00",0.45
Face Masks,2021,97.82,205076,"$20,060,991.00",-6.79
Face Masks,2018,69.39,8563507,"$594,000,000.00",11.05
Face Masks,2019,12.63,1485444,"$18,758,210.00",13.81
Face Masks,2018,61.26,6080040,"$372,000,000.00",-7.06
Face Masks,2014,92.6,4592565,"$425,000,000.00",-2.74
Face Masks,2022,94.92,3957525,"$376,000,000.00",18.16
Face Masks,2005,102.05,4081874,"$417,000,000.00",3.71
Face Masks,2006,36.8,6431307,"$237,000,000.00",7.97
Face Masks,2009,102.68,5696078,"$585,000,000.00",4.78
Face Masks,2016,31.09,4578487,"$142,000,000.00",-3.25
Face Masks,2008,113.09,5539990,"$627,000,000.00",2.09
Face Masks,2013,116.25,9335715,"$1,090,000,000.00",1.72
Face Masks,2011,66.99,1158834,"$77,633,226.00",18.4
Face Masks,2023,94.09,2274028,"$214,000,000.00",6.56
Face Masks,2018,60.07,6688580,"$402,000,000.00",6.69
Face Masks,2019,88.28,5801428,"$512,000,000.00",2.73
Face Masks,2021,116.49,9127456,"$1,060,000,000.00",-4.66
Face Masks,2008,26.14,1291042,"$33,744,296.00",-1.82
Face Masks,2012,38.53,1827866,"$70,419,308.00",0.65
Face Masks,2021,66.99,7727884,"$518,000,000.00",15
Face Masks,2012,10.19,1268911,"$12,935,877.00",-4.56
Face Masks,2018,86.93,9733061,"$846,000,000.00",-4.88
Face Masks,2017,70.77,5559334,"$393,000,000.00",17.92
Face Masks,2001,60.34,9656521,"$583,000,000.00",-1.46
Face Masks,2010,56.54,9880859,"$559,000,000.00",5.94
Face Masks,2008,57.43,7051105,"$405,000,000.00",12.77
Face Masks,2000,86.91,9780573,"$850,000,000.00",18.24
Face Masks,2018,101.04,8852476,"$894,000,000.00",16.63
Face Masks,2022,107.04,907133,"$97,101,595.00",9.71
Face Masks,2002,86.46,6705556,"$580,000,000.00",-3.11
Face Masks,2020,45.64,7712028,"$352,000,000.00",0.5
Face Masks,2023,73.21,1669096,"$122,000,000.00",9
Face Masks,2003,62.46,4408527,"$275,000,000.00",12.95
Face Masks,2002,74.01,1476141,"$109,000,000.00",3.7
Face Masks,2002,97.93,5799732,"$568,000,000.00",6.47
Face Masks,2016,43.65,2082012,"$90,884,105.00",10.74
Face Masks,2014,100.18,7310472,"$732,000,000.00",-0.56
Face Masks,2020,51.72,4692543,"$243,000,000.00",13.01
Face Masks,2005,100.73,2730909,"$275,000,000.00",10.22
Face Masks,2005,52.6,1138316,"$59,878,273.00",1.62
Face Masks,2015,23.98,6880462,"$165,000,000.00",13.02
Face Masks,2005,59.02,9207416,"$543,000,000.00",11.9
Face Masks,2017,59.4,2438920,"$145,000,000.00",9.16
Face Masks,2018,34.62,6367643,"$220,000,000.00",6.25
Face Masks,2008,64.35,5791747,"$373,000,000.00",1.77
Face Masks,2002,38.06,5366980,"$204,000,000.00",-3.44
Face Masks,2022,91.14,8978106,"$818,000,000.00",18.27
Face Masks,2016,21.15,8691280,"$184,000,000.00",17
Face Masks,2010,63.07,9670733,"$610,000,000.00",-3.65
Face Masks,2010,109.16,2616733,"$286,000,000.00",3.49
Face Masks,2022,106.71,8305046,"$886,000,000.00",16.09
Face Masks,2014,117.09,6468683,"$757,000,000.00",13.19
Face Masks,2008,82.67,6725412,"$556,000,000.00",8.36
Face Masks,2002,34.82,4703299,"$164,000,000.00",7.84
Face Masks,2000,92.22,8295224,"$765,000,000.00",1.23
Face Masks,2008,60.61,5858861,"$355,000,000.00",17.99
Face Masks,2010,108.56,4114020,"$447,000,000.00",14.44
Face Masks,2024,46.96,8461145,"$397,000,000.00",17.44
Face Masks,2016,23.19,1828105,"$42,386,258.00",4.22
Face Masks,2010,11.91,912687,"$10,874,617.00",10.61
Face Masks,2015,105.93,155668,"$16,490,200.00",16.85
Face Masks,2019,92.27,850090,"$78,441,583.00",-2.38
Face Masks,2022,111.22,5048282,"$561,000,000.00",-6.97
Face Masks,2017,74.78,252279,"$18,865,300.00",-5.84
Face Masks,2009,26.23,5102350,"$134,000,000.00",-7.67
Face Masks,2018,89.82,6948499,"$624,000,000.00",4.79
Face Masks,2003,10.3,2702721,"$27,832,777.00",2.63
Face Masks,2015,20.71,6185285,"$128,000,000.00",19.12
Face Masks,2022,61.74,9267637,"$572,000,000.00",10.8
Face Masks,2008,26.41,6668459,"$176,000,000.00",15.42
Face Masks,2016,53.68,3787378,"$203,000,000.00",-4.67
Face Masks,2015,48.01,7494126,"$360,000,000.00",0.81
Face Masks,2013,47.65,2471314,"$118,000,000.00",7.33
Face Masks,2014,102.09,9447255,"$964,000,000.00",-0.65
Face Masks,2015,105.35,8135769,"$857,000,000.00",-2.19
Face Masks,2020,109.78,1223044,"$134,000,000.00",-4.59
Face Masks,2019,36.4,5169737,"$188,000,000.00",-6.07
Face Masks,2016,84.29,3864893,"$326,000,000.00",18.39
Face Masks,2012,45.67,7422007,"$339,000,000.00",-0.32
Face Masks,2013,78.11,5183225,"$405,000,000.00",14.42
Face Masks,2007,56.33,6144980,"$346,000,000.00",2.58
Face Masks,2005,11.69,2085363,"$24,370,344.00",-2.7
Face Masks,2009,62.24,9830223,"$612,000,000.00",1.84
Face Masks,2008,62.78,7989888,"$502,000,000.00",13.21
Face Masks,2000,73.9,630760,"$46,611,069.00",-7.09
Face Masks,2000,15.05,5541602,"$83,376,124.00",2.01
Face Masks,2016,86.85,4144469,"$360,000,000.00",11.7
Face Masks,2012,72.1,8480262,"$611,000,000.00",4.76
Face Masks,2023,71.43,9493863,"$678,000,000.00",4.4
Face Masks,2010,34.44,6161867,"$212,000,000.00",-5.7
Face Masks,2013,26.93,3844268,"$104,000,000.00",-5.29
Face Masks,2009,89.88,838393,"$75,357,603.00",-6.03
Face Masks,2001,105.75,3895389,"$412,000,000.00",2.86
Face Masks,2003,38.32,5452876,"$209,000,000.00",-3.84
Face Masks,2012,97.83,9766450,"$955,000,000.00",-0.06
Face Masks,2012,34.86,9512111,"$332,000,000.00",-0.24
Face Masks,2015,43.77,280586,"$12,282,569.00",18.97
Face Masks,2001,36.62,4948869,"$181,000,000.00",8.42
Face Masks,2006,20.77,3313241,"$68,828,002.00",3.28
Face Masks,2020,49.69,464923,"$23,103,979.00",4.3
Face Masks,2019,21.89,2493518,"$54,591,182.00",10.17
Face Masks,2020,70.47,9376218,"$661,000,000.00",19.31
Face Masks,2012,17.2,2504065,"$43,074,572.00",11.61
Face Masks,2011,57.26,1351841,"$77,402,973.00",-1.23
Face Masks,2003,84.1,1311638,"$110,000,000.00",11.47
Face Masks,2015,119.08,5859162,"$698,000,000.00",17.55
Face Masks,2001,117.39,8719286,"$1,020,000,000.00",16.69
Face Masks,2017,34.34,9293509,"$319,000,000.00",-6.23
Face Masks,2001,20.68,9970015,"$206,000,000.00",10.7
Face Masks,2012,109.15,8161374,"$891,000,000.00",15.41
Face Masks,2017,86.09,431971,"$37,188,589.00",9.53
Face Masks,2019,34.82,1003566,"$34,939,302.00",18.02
Face Masks,2017,55.19,7657950,"$423,000,000.00",17.32
Face Masks,2003,45.14,3582579,"$162,000,000.00",7.91
Face Masks,2019,107.72,7855825,"$846,000,000.00",9.95
Face Masks,2011,44.95,3771275,"$170,000,000.00",-6.08
Face Masks,2014,23.29,4633131,"$108,000,000.00",1.45
Face Masks,2010,82.03,7429947,"$609,000,000.00",-1.31
Face Masks,2005,50.12,8357439,"$419,000,000.00",12.89
Face Masks,2024,28.53,3541654,"$101,000,000.00",-3.37
Face Masks,2001,37.53,1999546,"$75,041,512.00",11.29
Face Masks,2004,112.37,9148440,"$1,030,000,000.00",-3.8
Face Masks,2016,47.74,8019871,"$383,000,000.00",8.91
Face Masks,2015,80.24,2954934,"$237,000,000.00",14.2
Face Masks,2022,49.86,4339331,"$216,000,000.00",-1.44
Face Masks,2008,62.15,7769895,"$483,000,000.00",-4.55
Face Masks,2002,58.47,3365010,"$197,000,000.00",0.79
Face Masks,2001,67.96,9568293,"$650,000,000.00",1.84
Face Masks,2019,108.32,1955838,"$212,000,000.00",15.55
Face Masks,2001,29.03,695531,"$20,190,460.00",14.36
Face Masks,2018,51.54,8874134,"$457,000,000.00",2.26
Face Masks,2006,111.29,160873,"$17,903,050.00",3.46
Face Masks,2013,15.45,7646341,"$118,000,000.00",6.63
Face Masks,2008,41.94,257077,"$10,780,657.00",-7.82
Face Masks,2011,114.68,5863202,"$672,000,000.00",0.86
Face Masks,2010,43.72,6768358,"$296,000,000.00",5.4
Face Masks,2015,119.02,9841588,"$1,170,000,000.00",-1.82
Face Masks,2007,49.19,4968254,"$244,000,000.00",17.75
Face Masks,2015,24.64,7493020,"$185,000,000.00",5.32
Face Masks,2007,75.32,8623910,"$650,000,000.00",17.86
Face Masks,2011,45.12,8226453,"$371,000,000.00",-0.31
Face Masks,2010,106.25,8359706,"$888,000,000.00",4.61
Face Masks,2005,18.57,2791288,"$51,824,292.00",0.27
Face Masks,2022,11.14,8613326,"$95,959,789.00",4.3
Face Masks,2005,17.79,3121024,"$55,536,768.00",15.87
Face Masks,2022,98.87,7708891,"$762,000,000.00",2.76
Face Masks,2021,108.67,1303227,"$142,000,000.00",-7.33
Face Masks,2005,115.87,8872023,"$1,030,000,000.00",-0.72
Face Masks,2002,85.9,7649664,"$657,000,000.00",7.42
Face Masks,2022,102.91,2906188,"$299,000,000.00",-2.84
Face Masks,2005,73.84,8981651,"$663,000,000.00",5.14
Face Masks,2006,46.5,1949242,"$90,635,360.00",-6.84
Face Masks,2012,48.75,9875880,"$481,000,000.00",10.01
Face Masks,2021,73.44,9144940,"$672,000,000.00",9.29
Face Masks,2009,58.07,5144427,"$299,000,000.00",12.85
Face Masks,2012,50.47,2364390,"$119,000,000.00",2.31
Face Masks,2010,101.87,7786982,"$793,000,000.00",18.51
Face Masks,2014,55.74,5250387,"$293,000,000.00",11.23
Face Masks,2015,99.01,5318289,"$527,000,000.00",8.09
Face Masks,2011,53.78,9246317,"$497,000,000.00",-2.24
Face Masks,2013,52.33,563408,"$29,481,268.00",3.16
Face Masks,2023,111.26,5408813,"$602,000,000.00",9.88
Face Masks,2017,94.91,3180197,"$302,000,000.00",9.35
Face Masks,2009,115.35,1202305,"$139,000,000.00",4.98
Face Masks,2010,100.73,6048433,"$609,000,000.00",15.87
Face Masks,2023,96.84,3941960,"$382,000,000.00",10.63
Face Masks,2004,83.89,5000771,"$419,000,000.00",1.78
Face Masks,2015,67.2,4791255,"$322,000,000.00",15.77
Face Masks,2010,11.73,1543475,"$18,107,220.00",-6.3
Face Masks,2008,117.61,990890,"$117,000,000.00",18.09
Face Masks,2020,92.25,2180619,"$201,000,000.00",18.25
Face Masks,2019,18.59,8882850,"$165,000,000.00",0.98
Face Masks,2018,117.48,5072744,"$596,000,000.00",5.98
Face Masks,2020,114.54,8889435,"$1,020,000,000.00",-6.24
Face Masks,2012,35.69,9034380,"$322,000,000.00",10.4
Face Masks,2015,100.86,4831305,"$487,000,000.00",3.7
Face Masks,2020,44.37,463470,"$20,562,840.00",19.6
Face Masks,2002,54.59,5099187,"$278,000,000.00",16.99
Face Masks,2005,111.02,6421439,"$713,000,000.00",18.19
Face Masks,2009,30.56,1544362,"$47,192,636.00",18.63
Face Masks,2013,108.82,7134788,"$776,000,000.00",15.19
Face Masks,2008,64.83,2755928,"$179,000,000.00",5.76
Face Masks,2021,93.31,6780784,"$633,000,000.00",3.68
Face Masks,2015,48.36,6026703,"$291,000,000.00",6.54
Face Masks,2005,22.23,2081441,"$46,278,521.00",-6.93
Face Masks,2000,37.4,8566599,"$320,000,000.00",-4.35
Face Masks,2001,118.83,7866767,"$935,000,000.00",0.8
Face Masks,2012,68.17,5365134,"$366,000,000.00",4.14
Face Masks,2020,56.63,2362475,"$134,000,000.00",7.32
Face Masks,2013,98.59,7329290,"$723,000,000.00",4.86
Face Masks,2014,99.66,8259558,"$823,000,000.00",17.82
Face Masks,2000,114.2,7324545,"$836,000,000.00",-0.91
Face Masks,2001,29.1,7584956,"$221,000,000.00",12.79
Face Masks,2001,77.88,4979742,"$388,000,000.00",16.34
Face Masks,2003,48.64,7392230,"$360,000,000.00",9.63
Face Masks,2018,78.08,1910830,"$149,000,000.00",16.41
Face Masks,2006,37.38,8875498,"$332,000,000.00",-3.69
Face Masks,2011,72.6,1944936,"$141,000,000.00",8.17
Face Masks,2021,61.38,5797742,"$356,000,000.00",11.08
Face Masks,2010,50.16,3479423,"$175,000,000.00",8.75
Face Masks,2010,35.87,1801204,"$64,611,895.00",10.55
Face Masks,2015,53.85,4012593,"$216,000,000.00",10.14
Face Masks,2010,70.63,6678194,"$472,000,000.00",8.78
Face Masks,2018,114.63,7182394,"$823,000,000.00",7.78
Face Masks,2021,84.06,9764148,"$821,000,000.00",6.51
Face Masks,2008,30.9,5086001,"$157,000,000.00",1.11
Face Masks,2020,51.61,7647745,"$395,000,000.00",4.96
Face Masks,2000,27.9,9984519,"$279,000,000.00",-6.26
Face Masks,2003,35.1,8170664,"$287,000,000.00",15.39
Face Masks,2006,97.66,805115,"$78,625,180.00",-2.84
Face Masks,2012,90.75,7982572,"$724,000,000.00",-4.14
Face Masks,2002,44.55,3870560,"$172,000,000.00",2.41
Face Masks,2009,20.52,8462100,"$174,000,000.00",1.63
Face Masks,2003,36.46,4734420,"$173,000,000.00",6.62
Face Masks,2024,102.45,2079485,"$213,000,000.00",8.31
Face Masks,2004,10.92,8278259,"$90,391,000.00",-5.38
Face Masks,2004,35.47,8598838,"$305,000,000.00",5.94
Face Masks,2024,42.55,9141365,"$389,000,000.00",-4.75
Face Masks,2008,81.47,6857361,"$559,000,000.00",-1.24
Face Masks,2004,45.9,4685350,"$215,000,000.00",10.86
Face Masks,2022,87.4,5066363,"$443,000,000.00",-4.73
Face Masks,2003,51.55,7912567,"$408,000,000.00",9.42
Face Masks,2016,47.56,4817058,"$229,000,000.00",-3.46
Face Masks,2003,84.26,150897,"$12,714,762.00",14.51
Face Masks,2000,103.19,5749667,"$593,000,000.00",-1.23
Face Masks,2007,42.94,6514629,"$280,000,000.00",-5.69
Face Masks,2021,52.38,4384515,"$230,000,000.00",-6.35
Face Masks,2023,47.44,3980625,"$189,000,000.00",9.38
Face Masks,2004,47.66,8455924,"$403,000,000.00",14.78
Face Masks,2000,75.49,4150512,"$313,000,000.00",17.65
Face Masks,2003,108.07,2565918,"$277,000,000.00",8.33
Face Masks,2017,93.59,1912444,"$179,000,000.00",3.08
Face Masks,2001,104.9,7431291,"$780,000,000.00",10.3
Face Masks,2005,93.93,791100,"$74,310,554.00",2.27
Face Masks,2003,76.32,7670829,"$585,000,000.00",19.93
Face Masks,2014,16.45,829583,"$13,644,719.00",16.98
Face Masks,2001,34.62,1889383,"$65,419,810.00",-5.44
Face Masks,2008,95.55,1147504,"$110,000,000.00",14.83
Face Masks,2020,54.42,3044575,"$166,000,000.00",11.35
Face Masks,2022,98.96,8210705,"$812,000,000.00",-2.05
Face Masks,2024,25.74,106088,"$2,730,675.00",16.86
Face Masks,2015,21.26,7553025,"$161,000,000.00",13.56
Face Masks,2023,18.54,6107434,"$113,000,000.00",4.43
Face Masks,2013,23.11,4365410,"$101,000,000.00",-5.95
Face Masks,2009,89.77,4653432,"$418,000,000.00",0.81
Face Masks,2019,12.53,3749086,"$46,984,741.00",2.61
Face Masks,2015,88.32,5232972,"$462,000,000.00",-7.13
Face Masks,2018,68.74,7788621,"$535,000,000.00",4.77
Face Masks,2018,71.94,6343171,"$456,000,000.00",13.89
Face Masks,2013,46.38,2154665,"$99,942,929.00",-6
Face Masks,2002,115.7,2061805,"$239,000,000.00",-0.06
Face Masks,2024,112.74,9334969,"$1,050,000,000.00",10.44
Face Masks,2015,39.65,6112325,"$242,000,000.00",19.66
Face Masks,2018,25.68,4545920,"$117,000,000.00",12.09
Face Masks,2010,11.2,186209,"$2,085,898.00",-6.45
Face Masks,2001,57.4,7622106,"$438,000,000.00",8.47
Face Masks,2004,117.79,6941559,"$818,000,000.00",9.98
Face Masks,2008,53.85,7066643,"$381,000,000.00",9.03
Face Masks,2015,86.11,4426816,"$381,000,000.00",16.59
Face Masks,2024,44.05,6678012,"$294,000,000.00",-0.49
Face Masks,2000,54.52,1220259,"$66,528,929.00",3.89
Face Masks,2020,81.05,1918143,"$155,000,000.00",18.64
Face Masks,2019,34.56,1485620,"$51,335,660.00",1.81
Face Masks,2023,96.84,1991096,"$193,000,000.00",9.78
Face Masks,2023,41.17,3492102,"$144,000,000.00",2.6
Face Masks,2017,54.48,7155444,"$390,000,000.00",11.89
Face Masks,2016,93.23,1120774,"$104,000,000.00",19.82
Face Masks,2012,81.96,5717575,"$469,000,000.00",1.3
Face Masks,2012,93.68,4383837,"$411,000,000.00",-1.47
Face Masks,2007,89.25,406995,"$36,325,196.00",5.45
Face Masks,2011,68.49,466889,"$31,976,721.00",11.78
Face Masks,2013,26.84,1270945,"$34,115,870.00",14.56
Face Masks,2018,31.14,3386116,"$105,000,000.00",10.72
Face Masks,2006,22.59,7024049,"$159,000,000.00",-7.12
Face Masks,2017,73.21,3707381,"$271,000,000.00",17.5
Hydration Products,2000,105.5,5380810,"$568,000,000.00",17.58
Hydration Products,2017,23.16,8141985,"$189,000,000.00",17.94
Hydration Products,2013,97.65,3414128,"$333,000,000.00",8.42
Hydration Products,2019,16.93,9265138,"$157,000,000.00",11
