Year,Category,Dollar Sales UD
2000,Hydration Products,"$172,000,000.00 "
2005,Hydration Products,"$143,000,000.00 "
2012,Hydration Products,"$274,000,000.00 "
2001,Hydration Products,"$231,000,000.00 "
2009,Hydration Products,"$83,207,324.00 "
2019,Hydration Products,"$158,000,000.00 "
2017,Hydration Products,"$154,000,000.00 "
2014,Hydration Products,"$312,000,000.00 "
2013,Hydration Products,"$623,000,000.00 "
2023,Hydration Products,"$798,000,000.00 "
2023,Hydration Products,"$97,889,181.00 "
2007,Hydration Products,"$1,030,000,000.00 "
2013,Hydration Products,"$278,000,000.00 "
2015,Hydration Products,"$162,000,000.00 "
2002,Hydration Products,"$786,000,000.00 "
2020,Hydration Products,"$890,000,000.00 "
2014,Hydration Products,"$173,000,000.00 "
2024,Hydration Products,"$248,000,000.00 "
2017,Hydration Products,"$501,000,000.00 "
2006,Hydration Products,"$113,000,000.00 "
2021,Hydration Products,"$514,000,000.00 "
2002,Hydration Products,"$470,000,000.00 "
2005,Hydration Products,"$401,000,000.00 "
2020,Hydration Products,"$266,000,000.00 "
2017,Hydration Products,"$594,000,000.00 "
2010,Hydration Products,"$995,000,000.00 "
2004,Hydration Products,"$43,133,962.00 "
2001,Hydration Products,"$49,659,803.00 "
2022,Hydration Products,"$26,124,747.00 "
2019,Hydration Products,"$255,000,000.00 "
2000,Hydration Products,"$333,000,000.00 "
2002,Hydration Products,"$26,882,990.00 "
2016,Hydration Products,"$30,451,569.00 "
2009,Hydration Products,"$11,775,854.00 "
2021,Hydration Products,"$76,154,006.00 "
2011,Hydration Products,"$167,000,000.00 "
2004,Hydration Products,"$468,000,000.00 "
2009,Hydration Products,"$11,615,737.00 "
2002,Hydration Products,"$32,380,503.00 "
2005,Hydration Products,"$632,000,000.00 "
2018,Hydration Products,"$92,777,045.00 "
2012,Hydration Products,"$792,000,000.00 "
2000,Hydration Products,"$572,000,000.00 "
2003,Hydration Products,"$411,000,000.00 "
2003,Hydration Products,"$51,941,670.00 "
2023,Hydration Products,"$106,000,000.00 "
2021,Hydration Products,"$210,000,000.00 "
2008,Hydration Products,"$344,000,000.00 "
2001,Hydration Products,"$91,436,318.00 "
2000,Hydration Products,"$42,641,110.00 "
2008,Hydration Products,"$772,000,000.00 "
2004,Hydration Products,"$84,587,511.00 "
2019,Hydration Products,"$6,652,572.00 "
2002,Hydration Products,"$38,996,818.00 "
2008,Hydration Products,"$3,451,331.00 "
2012,Hydration Products,"$145,000,000.00 "
2017,Hydration Products,"$24,493,083.00 "
2013,Hydration Products,"$78,932,852.00 "
2020,Hydration Products,"$394,000,000.00 "
2020,Hydration Products,"$912,000,000.00 "
2024,Hydration Products,"$12,647,344.00 "
2014,Hydration Products,"$787,000,000.00 "
2001,Hydration Products,"$1,060,000,000.00 "
2008,Hydration Products,"$227,000,000.00 "
2024,Hydration Products,"$176,000,000.00 "
2019,Hydration Products,"$1,010,000,000.00 "
2021,Hydration Products,"$27,948,992.00 "
2013,Hydration Products,"$99,426,772.00 "
2000,Hydration Products,"$962,000,000.00 "
2017,Hydration Products,"$117,000,000.00 "
2003,Hydration Products,"$765,000,000.00 "
2016,Hydration Products,"$84,993,544.00 "
2005,Hydration Products,"$74,305,879.00 "
2012,Hydration Products,"$895,000,000.00 "
2007,Hydration Products,"$890,000,000.00 "
2018,Hydration Products,"$179,000,000.00 "
2016,Hydration Products,"$376,000,000.00 "
2006,Hydration Products,"$27,964,385.00 "
2024,Hydration Products,"$327,000,000.00 "
2006,Hydration Products,"$547,000,000.00 "
2006,Hydration Products,"$182,000,000.00 "
2005,Hydration Products,"$429,000,000.00 "
2004,Hydration Products,"$428,000,000.00 "
2014,Hydration Products,"$193,000,000.00 "
2012,Hydration Products,"$511,000,000.00 "
2004,Hydration Products,"$122,000,000.00 "
2011,Hydration Products,"$632,000,000.00 "
2018,Hydration Products,"$154,000,000.00 "
2015,Hydration Products,"$165,000,000.00 "
2002,Hydration Products,"$559,000,000.00 "
2018,Hydration Products,"$257,000,000.00 "
2001,Hydration Products,"$252,000,000.00 "
2007,Hydration Products,"$39,475,160.00 "
2013,Hydration Products,"$452,000,000.00 "
2002,Hydration Products,"$895,000,000.00 "
2011,Hydration Products,"$449,000,000.00 "
2020,Hydration Products,"$83,250,129.00 "
2021,Hydration Products,"$128,000,000.00 "
2009,Hydration Products,"$135,000,000.00 "
2001,Hydration Products,"$82,952,414.00 "
2008,Hydration Products,"$284,000,000.00 "
2014,Hydration Products,"$982,000,000.00 "
2008,Hydration Products,"$123,000,000.00 "
2015,Hydration Products,"$558,000,000.00 "
2010,Hydration Products,"$338,000,000.00 "
2016,Hydration Products,"$64,472,988.00 "
2023,Hydration Products,"$320,000,000.00 "
2006,Hydration Products,"$435,000,000.00 "
2020,Hydration Products,"$153,000,000.00 "
2012,Hydration Products,"$193,000,000.00 "
2017,Hydration Products,"$438,000,000.00 "
2017,Hydration Products,"$300,000,000.00 "
2023,Hydration Products,"$193,000,000.00 "
2006,Hydration Products,"$1,020,000,000.00 "
2004,Hydration Products,"$419,000,000.00 "
2020,Hydration Products,"$437,000,000.00 "
2010,Hydration Products,"$46,541,788.00 "
2004,Hydration Products,"$74,536,583.00 "
2007,Hydration Products,"$166,000,000.00 "
2005,Hydration Products,"$534,000,000.00 "
2009,Hydration Products,"$99,565,316.00 "
2003,Hydration Products,"$189,000,000.00 "
2024,Hydration Products,"$6,126,374.00 "
2006,Hydration Products,"$281,000,000.00 "
2015,Hydration Products,"$160,000,000.00 "
2003,Hydration Products,"$36,898,298.00 "
2024,Hydration Products,"$460,000,000.00 "
2014,Hydration Products,"$607,000,000.00 "
2020,Hydration Products,"$17,501,578.00 "
2001,Hydration Products,"$204,000,000.00 "
2003,Hydration Products,"$77,103,689.00 "
2001,Hydration Products,"$332,000,000.00 "
2015,Hydration Products,"$82,243,641.00 "
2004,Hydration Products,"$1,070,000,000.00 "
2000,Hydration Products,"$456,000,000.00 "
2019,Hydration Products,"$153,000,000.00 "
2023,Hydration Products,"$319,000,000.00 "
2018,Hydration Products,"$245,000,000.00 "
2019,Hydration Products,"$383,000,000.00 "
2001,Hydration Products,"$735,000,000.00 "
2023,Hydration Products,"$288,000,000.00 "
2022,Hydration Products,"$30,711,178.00 "
2006,Hydration Products,"$8,632,014.00 "
2001,Hydration Products,"$70,236,540.00 "
2023,Hydration Products,"$226,000,000.00 "
2022,Hydration Products,"$227,000,000.00 "
2021,Hydration Products,"$132,000,000.00 "
2018,Hydration Products,"$254,000,000.00 "
2018,Hydration Products,"$59,994,556.00 "
2022,Hydration Products,"$563,000,000.00 "
2008,Hydration Products,"$127,000,000.00 "
2023,Hydration Products,"$345,000,000.00 "
2002,Hydration Products,"$447,000,000.00 "
2009,Hydration Products,"$77,065,006.00 "
2008,Hydration Products,"$511,000,000.00 "
2016,Hydration Products,"$85,142,004.00 "
2016,Hydration Products,"$104,000,000.00 "
2008,Hydration Products,"$35,903,550.00 "
2020,Hydration Products,"$686,000,000.00 "
2000,Hydration Products,"$338,000,000.00 "
2009,Hydration Products,"$243,000,000.00 "
2022,Hydration Products,"$390,000,000.00 "
2024,Hydration Products,"$336,000,000.00 "
2021,Hydration Products,"$96,054,220.00 "
2011,Hydration Products,"$220,000,000.00 "
2018,Hydration Products,"$366,000,000.00 "
2022,Hydration Products,"$103,000,000.00 "
2004,Hydration Products,"$708,000,000.00 "
2006,Hydration Products,"$325,000,000.00 "
2004,Hydration Products,"$154,000,000.00 "
2013,Hydration Products,"$542,000,000.00 "
2017,Hydration Products,"$381,000,000.00 "
2022,Hydration Products,"$124,000,000.00 "
2023,Hydration Products,"$126,000,000.00 "
2018,Hydration Products,"$153,000,000.00 "
2023,Hydration Products,"$464,000,000.00 "
2021,Hydration Products,"$135,000,000.00 "
2001,Hydration Products,"$217,000,000.00 "
2019,Hydration Products,"$623,000,000.00 "
2018,Hydration Products,"$953,000,000.00 "
2022,Hydration Products,"$144,000,000.00 "
2005,Hydration Products,"$208,000,000.00 "
2017,Hydration Products,"$465,000,000.00 "
2000,Hydration Products,"$928,000,000.00 "
2008,Hydration Products,"$254,000,000.00 "
2017,Hydration Products,"$313,000,000.00 "
2022,Hydration Products,"$235,000,000.00 "
2012,Hydration Products,"$43,572,787.00 "
2011,Hydration Products,"$574,000,000.00 "
2009,Hydration Products,"$307,000,000.00 "
2015,Hydration Products,"$689,000,000.00 "
2015,Hydration Products,"$781,000,000.00 "
2009,Hydration Products,"$336,000,000.00 "
2009,Hydration Products,"$40,903,334.00 "
2024,Hydration Products,"$514,000,000.00 "
2009,Hydration Products,"$745,000,000.00 "
2009,Hydration Products,"$72,549,316.00 "
2005,Hydration Products,"$788,000,000.00 "
2002,Hydration Products,"$76,691,430.00 "
2008,Hydration Products,"$36,944,808.00 "
2018,Hydration Products,"$440,000,000.00 "
2007,Hydration Products,"$96,244,080.00 "
2013,Hydration Products,"$347,000,000.00 "
2007,Hydration Products,"$425,000,000.00 "
2000,Hydration Products,"$682,000,000.00 "
2002,Hydration Products,"$24,304,091.00 "
2016,Hydration Products,"$99,134,574.00 "
2002,Hydration Products,"$680,000,000.00 "
2017,Hydration Products,"$46,925,540.00 "
2000,Hydration Products,"$449,000,000.00 "
2023,Hydration Products,"$30,689,536.00 "
2022,Hydration Products,"$231,000,000.00 "
2013,Hydration Products,"$25,739,533.00 "
2009,Hydration Products,"$243,000,000.00 "
2001,Hydration Products,"$49,969,406.00 "
2018,Hydration Products,"$142,000,000.00 "
2020,Hydration Products,"$182,000,000.00 "
2004,Hydration Products,"$681,000,000.00 "
2005,Hydration Products,"$294,000,000.00 "
2009,Hydration Products,"$131,000,000.00 "
2020,Hydration Products,"$238,000,000.00 "
2018,Hydration Products,"$4,024,403.00 "
2018,Hydration Products,"$246,000,000.00 "
2006,Hydration Products,"$84,239,553.00 "
2001,Hydration Products,"$244,000,000.00 "
2004,Hydration Products,"$61,348,054.00 "
2004,Hydration Products,"$140,000,000.00 "
2019,Hydration Products,"$414,000,000.00 "
2024,Hydration Products,"$739,000,000.00 "
2021,Hydration Products,"$176,000,000.00 "
2008,Hydration Products,"$279,000,000.00 "
2017,Hydration Products,"$162,000,000.00 "
2017,Hydration Products,"$12,953,104.00 "
2024,Hydration Products,"$66,382,181.00 "
2018,Hydration Products,"$41,587,686.00 "
2002,Hydration Products,"$36,248,213.00 "
2007,Hydration Products,"$528,000,000.00 "
2007,Hydration Products,"$45,942,530.00 "
2023,Hydration Products,"$166,000,000.00 "
2018,Hydration Products,"$24,932,444.00 "
2008,Hydration Products,"$70,639,936.00 "
2009,Hydration Products,"$393,000,000.00 "
2023,Hydration Products,"$600,000,000.00 "
2014,Hydration Products,"$97,600,999.00 "
2023,Hydration Products,"$216,000,000.00 "
2020,Hydration Products,"$102,000,000.00 "
2023,Hydration Products,"$89,021,723.00 "
2000,Hydration Products,"$427,000,000.00 "
2017,Hydration Products,"$269,000,000.00 "
2019,Hydration Products,"$258,000,000.00 "
2015,Hydration Products,"$372,000,000.00 "
2013,Hydration Products,"$180,000,000.00 "
2002,Hydration Products,"$589,000,000.00 "
2013,Hydration Products,"$413,000,000.00 "
2005,Hydration Products,"$111,000,000.00 "
2002,Hydration Products,"$448,000,000.00 "
2010,Hydration Products,"$206,000,000.00 "
2023,Hydration Products,"$522,000,000.00 "
2024,Hydration Products,"$98,905,822.00 "
2006,Hydration Products,"$151,000,000.00 "
2019,Hydration Products,"$349,000,000.00 "
2015,Hydration Products,"$110,000,000.00 "
2023,Hydration Products,"$316,000,000.00 "
2022,Hydration Products,"$140,000,000.00 "
2015,Hydration Products,"$564,000,000.00 "
2009,Hydration Products,"$105,000,000.00 "
2009,Hydration Products,"$560,000,000.00 "
2023,Hydration Products,"$694,000,000.00 "
2008,Hydration Products,"$597,000,000.00 "
2011,Hydration Products,"$228,000,000.00 "
2006,Hydration Products,"$142,000,000.00 "
2008,Hydration Products,"$430,000,000.00 "
2001,Hydration Products,"$11,518,678.00 "
2022,Hydration Products,"$136,000,000.00 "
2024,Hydration Products,"$629,000,000.00 "
2006,Hydration Products,"$259,000,000.00 "
2006,Hydration Products,"$755,000,000.00 "
2010,Hydration Products,"$359,000,000.00 "
2023,Hydration Products,"$607,000,000.00 "
2023,Hydration Products,"$836,000,000.00 "
2016,Hydration Products,"$316,000,000.00 "
2020,Hydration Products,"$288,000,000.00 "
2014,Hydration Products,"$589,000,000.00 "
2016,Hydration Products,"$15,725,667.00 "
2004,Hydration Products,"$233,000,000.00 "
2011,Hydration Products,"$763,000,000.00 "
2010,Hydration Products,"$47,568,432.00 "
2009,Hydration Products,"$262,000,000.00 "
2017,Hydration Products,"$162,000,000.00 "
2017,Hydration Products,"$437,000,000.00 "
2021,Hydration Products,"$119,000,000.00 "
2024,Hydration Products,"$231,000,000.00 "
2012,Hydration Products,"$214,000,000.00 "
2015,Hydration Products,"$526,000,000.00 "
2024,Hydration Products,"$542,000,000.00 "
2023,Hydration Products,"$571,000,000.00 "
2023,Hydration Products,"$554,000,000.00 "
2005,Hydration Products,"$81,057,909.00 "
2009,Hydration Products,"$971,000,000.00 "
2008,Hydration Products,"$660,000,000.00 "
2014,Hydration Products,"$255,000,000.00 "
2006,Hydration Products,"$29,683,744.00 "
2009,Hydration Products,"$579,000,000.00 "
2009,Hydration Products,"$544,000,000.00 "
2005,Hydration Products,"$109,000,000.00 "
2020,Hydration Products,"$1,060,000,000.00 "
2022,Hydration Products,"$204,000,000.00 "
2009,Hydration Products,"$134,000,000.00 "
2008,Hydration Products,"$89,284,378.00 "
2017,Hydration Products,"$354,000,000.00 "
2022,Hydration Products,"$798,000,000.00 "
2004,Hydration Products,"$334,000,000.00 "
2003,Hydration Products,"$5,491,875.00 "
2010,Hydration Products,"$296,000,000.00 "
2012,Hydration Products,"$505,000,000.00 "
2021,Hydration Products,"$69,083,804.00 "
2017,Hydration Products,"$390,000,000.00 "
2008,Hydration Products,"$265,000,000.00 "
2009,Hydration Products,"$496,000,000.00 "
2021,Hydration Products,"$178,000,000.00 "
2000,Hydration Products,"$401,000,000.00 "
2005,Hydration Products,"$433,000,000.00 "
2003,Hydration Products,"$577,000,000.00 "
2002,Hydration Products,"$630,000,000.00 "
2012,Hydration Products,"$290,000,000.00 "
2024,Hydration Products,"$312,000,000.00 "
2016,Hydration Products,"$747,000,000.00 "
2017,Hydration Products,"$23,456,248.00 "
2003,Hydration Products,"$50,735,817.00 "
2003,Hydration Products,"$78,769,185.00 "
2000,Hydration Products,"$557,000,000.00 "
2024,Hydration Products,"$252,000,000.00 "
2018,Hydration Products,"$859,000,000.00 "
2011,Hydration Products,"$188,000,000.00 "
2010,Hydration Products,"$252,000,000.00 "
2008,Hydration Products,"$106,000,000.00 "
2015,Hydration Products,"$291,000,000.00 "
2009,Hydration Products,"$24,498,847.00 "
2000,Hydration Products,"$349,000,000.00 "
2023,Hydration Products,"$98,178,623.00 "
2015,Hydration Products,"$76,941,396.00 "
2011,Hydration Products,"$239,000,000.00 "
2007,Hydration Products,"$545,000,000.00 "
2010,Hydration Products,"$306,000,000.00 "
2014,Hydration Products,"$594,000,000.00 "
2005,Hydration Products,"$739,000,000.00 "
2022,Hydration Products,"$776,000,000.00 "
2003,Hydration Products,"$110,000,000.00 "
2001,Hydration Products,"$136,000,000.00 "
2024,Hydration Products,"$395,000,000.00 "
2004,Hydration Products,"$483,000,000.00 "
2003,Hydration Products,"$483,000,000.00 "
2000,Hydration Products,"$187,000,000.00 "
2011,Hydration Products,"$83,661,699.00 "
2003,Hydration Products,"$488,000,000.00 "
2003,Hydration Products,"$194,000,000.00 "
2002,Hydration Products,"$77,370,277.00 "
2011,Hydration Products,"$216,000,000.00 "
2019,Hydration Products,"$11,205,572.00 "
2020,Hydration Products,"$302,000,000.00 "
2015,Hydration Products,"$56,161,591.00 "
2020,Hydration Products,"$493,000,000.00 "
2011,Hydration Products,"$36,055,913.00 "
2005,Hydration Products,"$300,000,000.00 "
2001,Hydration Products,"$194,000,000.00 "
2001,Hydration Products,"$64,837,554.00 "
2010,Hydration Products,"$157,000,000.00 "
2005,Hydration Products,"$873,000,000.00 "
2009,Hydration Products,"$231,000,000.00 "
2018,Hydration Products,"$627,000,000.00 "
2017,Hydration Products,"$444,000,000.00 "
2002,Hydration Products,"$169,000,000.00 "
2002,Hydration Products,"$359,000,000.00 "
2020,Hydration Products,"$319,000,000.00 "
2005,Hydration Products,"$237,000,000.00 "
2008,Hydration Products,"$58,078,618.00 "
2004,Hydration Products,"$636,000,000.00 "
2002,Hydration Products,"$68,759,319.00 "
2013,Hydration Products,"$263,000,000.00 "
2023,Hydration Products,"$721,000,000.00 "
2019,Hydration Products,"$321,000,000.00 "
2020,Hydration Products,"$219,000,000.00 "
2015,Hydration Products,"$90,609,814.00 "
2014,Hydration Products,"$299,000,000.00 "
2015,Hydration Products,"$256,000,000.00 "
2004,Hydration Products,"$747,000,000.00 "
2006,Hydration Products,"$219,000,000.00 "
2022,Hydration Products,"$870,000,000.00 "
2014,Hydration Products,"$271,000,000.00 "
2020,Hydration Products,"$754,000,000.00 "
2002,Hydration Products,"$45,732,977.00 "
2000,Hydration Products,"$284,000,000.00 "
2009,Hydration Products,"$15,262,685.00 "
2010,Hydration Products,"$948,000,000.00 "
2023,Hydration Products,"$548,000,000.00 "
2021,Hydration Products,"$139,000,000.00 "
2017,Hydration Products,"$156,000,000.00 "
2000,Hydration Products,"$108,000,000.00 "
2009,Hydration Products,"$296,000,000.00 "
2008,Hydration Products,"$752,000,000.00 "
2006,Hydration Products,"$215,000,000.00 "
2018,Hydration Products,"$51,034,071.00 "
2000,Hydration Products,"$770,000,000.00 "
2019,Hydration Products,"$78,199,956.00 "
2011,Hydration Products,"$457,000,000.00 "
2006,Hydration Products,"$215,000,000.00 "
2015,Hydration Products,"$379,000,000.00 "
2024,Hydration Products,"$177,000,000.00 "
2013,Hydration Products,"$101,000,000.00 "
2013,Hydration Products,"$600,000,000.00 "
2004,Hydration Products,"$607,000,000.00 "
2021,Hydration Products,"$210,000,000.00 "
2005,Hydration Products,"$295,000,000.00 "
2019,Hydration Products,"$248,000,000.00 "
2022,Hydration Products,"$664,000,000.00 "
2003,Hydration Products,"$106,000,000.00 "
2005,Hydration Products,"$382,000,000.00 "
2020,Hydration Products,"$231,000,000.00 "
2021,Hydration Products,"$29,384,834.00 "
2004,Hydration Products,"$190,000,000.00 "
2009,Hydration Products,"$100,000,000.00 "
2018,Hydration Products,"$487,000,000.00 "
2000,Hydration Products,"$833,000,000.00 "
2010,Hydration Products,"$898,000,000.00 "
2024,Hydration Products,"$739,000,000.00 "
2019,Hydration Products,"$172,000,000.00 "
2009,Hydration Products,"$146,000,000.00 "
2008,Hydration Products,"$412,000,000.00 "
2023,Hydration Products,"$413,000,000.00 "
2007,Hydration Products,"$38,348,695.00 "
2016,Hydration Products,"$575,000,000.00 "
2024,Hydration Products,"$225,000,000.00 "
2012,Hydration Products,"$410,000,000.00 "
2002,Hydration Products,"$57,382,981.00 "
2006,Hydration Products,"$193,000,000.00 "
2017,Hydration Products,"$37,347,256.00 "
2024,Hydration Products,"$103,000,000.00 "
2020,Hydration Products,"$90,636,580.00 "
2006,Hydration Products,"$258,000,000.00 "
2015,Hydration Products,"$244,000,000.00 "
2001,Hydration Products,"$336,000,000.00 "
2001,Hydration Products,"$332,000,000.00 "
2008,Hydration Products,"$289,000,000.00 "
2009,Hydration Products,"$117,000,000.00 "
2009,Hydration Products,"$258,000,000.00 "
2020,Hydration Products,"$154,000,000.00 "
2008,Hydration Products,"$334,000,000.00 "
2014,Hydration Products,"$266,000,000.00 "
2008,Hydration Products,"$532,000,000.00 "
2014,Hydration Products,"$29,925,583.00 "
2010,Hydration Products,"$29,365,651.00 "
2008,Hydration Products,"$87,993,528.00 "
2020,Hydration Products,"$109,000,000.00 "
2001,Hydration Products,"$694,000,000.00 "
2014,Hydration Products,"$174,000,000.00 "
2001,Hydration Products,"$375,000,000.00 "
2022,Hydration Products,"$153,000,000.00 "
2010,Hydration Products,"$547,000,000.00 "
2010,Hydration Products,"$935,000,000.00 "
2010,Hydration Products,"$286,000,000.00 "
2008,Hydration Products,"$134,000,000.00 "
2004,Hydration Products,"$170,000,000.00 "
2009,Hydration Products,"$100,000,000.00 "
2005,Hydration Products,"$195,000,000.00 "
2024,Hydration Products,"$132,000,000.00 "
2004,Hydration Products,"$650,000,000.00 "
2003,Hydration Products,"$216,000,000.00 "
2001,Hydration Products,"$296,000,000.00 "
2018,Hydration Products,"$56,774,520.00 "
2010,Hydration Products,"$392,000,000.00 "
2014,Hydration Products,"$192,000,000.00 "
2020,Hydration Products,"$133,000,000.00 "
2004,Hydration Products,"$25,331,370.00 "
2012,Hydration Products,"$504,000,000.00 "
2006,Hydration Products,"$71,904,560.00 "
2021,Hydration Products,"$514,000,000.00 "
2007,Hydration Products,"$88,143,807.00 "
2001,Hydration Products,"$573,000,000.00 "
2015,Hydration Products,"$438,000,000.00 "
2015,Hydration Products,"$58,347,965.00 "
2011,Hydration Products,"$870,000,000.00 "
2020,Hydration Products,"$419,000,000.00 "
2019,Hydration Products,"$129,000,000.00 "
